0.8	Load.LD3	2.14504	237.118
0.8	Load.LD2	2.16215	237.267
0.8	Load.LD1	1.78583	237.437
0.8	Load.LD4	1.97975	236.989
0.8	Load.LD5	1.86036	236.88
0.8	Load.LD6	2.06599	236.788
0.8	Load.LD7	1.90827	236.716
0.8	Load.LD8	1.89683	236.661
0.8	Load.LD9	1.80024	236.625
0.8	Load.LD10	1.95236	236.605
60.8	Load.LD3	1.41658	238.751
60.8	Load.LD2	1.44556	238.854
60.8	Load.LD1	1.23564	238.97
60.8	Load.LD4	1.38665	238.662
60.8	Load.LD5	1.45165	238.585
60.8	Load.LD6	1.16989	238.523
60.8	Load.LD7	1.38186	238.472
60.8	Load.LD8	1.27362	238.433
60.8	Load.LD9	1.42546	238.407
60.8	Load.LD10	1.23984	238.394
120.8	Load.LD3	1.17736	239.265
120.8	Load.LD2	1.04883	239.353
120.8	Load.LD1	1.21579	239.451
120.8	Load.LD4	1.27521	239.188
120.8	Load.LD5	1.10029	239.125
120.8	Load.LD6	1.17163	239.071
120.8	Load.LD7	1.0806	239.029
120.8	Load.LD8	1.07029	238.997
120.8	Load.LD9	1.21115	238.975
120.8	Load.LD10	1.03037	238.965
180.8	Load.LD3	1.12545	239.334
180.8	Load.LD2	1.02347	239.421
180.8	Load.LD1	1.19555	239.518
180.8	Load.LD4	1.14259	239.257
180.8	Load.LD5	1.14851	239.191
180.8	Load.LD6	1.24846	239.136
180.8	Load.LD7	0.982718	239.093
180.8	Load.LD8	1.22777	239.06
180.8	Load.LD9	1.06326	239.038
180.8	Load.LD10	1.23175	239.026
240.8	Load.LD3	1.21167	239.444
240.8	Load.LD2	0.998198	239.528
240.8	Load.LD1	1.15395	239.622
240.8	Load.LD4	1.06729	239.371
240.8	Load.LD5	1.22043	239.308
240.8	Load.LD6	0.970891	239.257
240.8	Load.LD7	1.1445	239.216
240.8	Load.LD8	1.03201	239.185
240.8	Load.LD9	1.03808	239.163
240.8	Load.LD10	1.11161	239.152
300.8	Load.LD3	1.07406	239.238
300.8	Load.LD2	1.17858	239.327
300.8	Load.LD1	1.13902	239.427
300.8	Load.LD4	1.16987	239.159
300.8	Load.LD5	1.28917	239.091
300.8	Load.LD6	1.09083	239.035
300.8	Load.LD7	1.17341	238.989
300.8	Load.LD8	1.19271	238.955
300.8	Load.LD9	1.162	238.932
300.8	Load.LD10	1.20484	238.919
360.8	Load.LD3	1.74233	236.829
360.8	Load.LD2	2.00511	236.983
360.8	Load.LD1	1.95624	237.156
360.8	Load.LD4	1.79245	236.693
360.8	Load.LD5	2.18556	236.573
360.8	Load.LD6	2.00138	236.474
360.8	Load.LD7	2.03849	236.395
360.8	Load.LD8	2.08177	236.335
360.8	Load.LD9	2.05519	236.296
360.8	Load.LD10	1.99324	236.277
420.8	Load.LD3	3.70481	232.84
420.8	Load.LD2	3.02865	233.112
420.8	Load.LD1	3.55729	233.412
420.8	Load.LD4	3.18941	232.604
420.8	Load.LD5	3.76586	232.397
420.8	Load.LD6	3.08502	232.227
420.8	Load.LD7	3.50616	232.088
420.8	Load.LD8	3.6145	231.983
420.8	Load.LD9	3.72112	231.912
420.8	Load.LD10	3.46719	231.877
480.8	Load.LD3	3.49346	231.675
480.8	Load.LD2	4.1348	231.976
480.8	Load.LD1	3.57242	232.317
480.8	Load.LD4	4.28003	231.407
480.8	Load.LD5	3.84432	231.18
480.8	Load.LD6	4.18851	230.988
480.8	Load.LD7	4.15593	230.837
480.8	Load.LD8	3.45416	230.728
480.8	Load.LD9	3.93217	230.653
480.8	Load.LD10	3.57011	230.617
540.8	Load.LD3	3.30794	232.37
540.8	Load.LD2	3.53026	232.651
540.8	Load.LD1	3.5904	232.965
540.8	Load.LD4	3.53251	232.12
540.8	Load.LD5	3.60676	231.903
540.8	Load.LD6	3.52495	231.723
540.8	Load.LD7	3.50863	231.577
540.8	Load.LD8	3.88615	231.466
540.8	Load.LD9	3.42592	231.394
540.8	Load.LD10	3.90109	231.356
600.8	Load.LD3	2.88969	235.772
600.8	Load.LD2	3.41987	235.955
600.8	Load.LD1	3.53331	236.17
600.8	Load.LD4	3.1687	235.596
600.8	Load.LD5	3.1078	235.451
600.8	Load.LD6	3.15725	235.315
600.8	Load.LD7	2.9926	235.209
