LD6	0.8	0.118025629562	236.788
LD7	0.8	0.118461397509	236.716
LD3	0.8	0.118603665727	237.118
LD9	0.8	0.11880790904	236.625
LD2	0.8	0.11893639287	237.267
LD4	0.8	0.119101776386	236.989
LD8	0.8	0.119217045248	236.661
LD1	0.8	0.11942177086	237.437
LD10	0.8	0.119690155686	236.605
LD5	0.8	0.11988098943	236.88
PV2	0.81	0.133522218596	237.118
PV1	0.81	0.133670253308	237.437
PV3	0.81	0.133793154452	236.88
BAT1	0.81	0.133943540222	236.605
PV4	0.81	0.13409633848	236.661
LD6	240.8	0.088432114413	236.788
LD3	240.8	0.103423467994	237.118
LD9	240.8	0.103546702122	236.625
LD2	240.8	0.124414875328	237.267
LD4	240.8	0.124821824241	236.989
LD8	240.8	0.125017094575	236.661
LD1	240.8	0.125363902914	237.437
LD10	240.8	0.125494951402	236.605
LD5	240.8	0.128201132964	236.88
PV2	240.81	0.118313229899	237.118
PV1	240.81	0.139904681748	237.437
PV3	240.81	0.140231340941	236.88
BAT1	240.81	0.140431861024	236.605
PV4	240.81	0.140802875218	236.661
LD6	480.8	0.091727324425	236.788
LD7	480.8	0.091841419073	236.716
LD9	480.8	0.091958317998	236.625
LD2	480.8	0.103809603997	237.267
LD4	480.8	0.116090745546	236.989
LD8	480.8	0.116358724344	236.661
LD1	480.8	0.153590918152	237.437
LD10	480.8	0.153890767731	236.605
LD5	480.8	0.154035410107	236.88
PV2	480.81	0.14419305124	237.118
PV1	480.81	0.144330790053	237.437
PV3	480.81	0.144534921602	236.88
BAT1	480.81	0.144805412477	236.605
PV4	480.81	0.144986687979	236.661
LD6	720.8	0.109575399668	236.788
LD7	720.8	0.109806877844	236.716
LD3	720.8	0.109963906978	237.118
LD9	720.8	0.113259897378	236.625
LD2	720.8	0.113407691449	237.267
LD4	720.8	0.1135205089	236.989
LD8	720.8	0.113640963154	236.661
LD1	720.8	0.113777751368	237.437
LD10	720.8	0.113930269597	236.605
LD5	720.8	0.114085450909	236.88
PV1	720.81	0.116576722769	237.437
PV3	720.81	0.116723010163	236.88
BAT1	720.81	0.143818874159	236.605
PV4	720.81	0.144092055563	236.661
LD6	960.8	0.132490811667	237.322
LD7	960.8	0.132701882528	237.255
LD3	960.8	0.13298917718	237.625
LD9	960.8	0.133320392222	237.17
LD2	960.8	0.133614215386	237.758
LD4	960.8	0.133780371227	237.507
LD8	960.8	0.134080061512	237.204
LD1	960.8	0.134197299228	237.906
LD5	960.8	0.134468427982	237.406
PV2	960.81	0.124631134239	237.625
PV3	960.81	0.124778901733	237.406
BAT1	960.81	0.124897151594	237.151
LD6	1200.8	0.098770027283	235.954
LD7	1200.8	0.103060165159	235.842
LD3	1200.8	0.135416806521	236.392
LD9	1200.8	0.135681096952	235.668
LD2	1200.8	0.135823469073	236.57
LD4	1200.8	0.135947128148	236.229
LD8	1200.8	0.13623013033	235.746
LD1	1200.8	0.136449555261	236.763
LD10	1200.8	0.144942773894	235.604
LD5	1200.8	0.145096281742	236.083
PV2	1200.81	0.135292371203	236.392
PV1	1200.81	0.135469169786	236.763
PV3	1200.81	0.156303927764	236.083
BAT1	1200.81	0.156419317214	235.604
PV4	1200.81	0.156634928402	235.746
LD6	1440.8	0.107615534061	235.954
LD7	1440.8	0.141089422313	235.842
LD3	1440.8	0.142605381073	236.392
LD9	1440.8	0.142728168568	235.668
LD2	1440.8	0.142876702619	236.57
