1200.81	PVsystem.PV4	0	0	224.655
1260.81	PVsystem.PV1	0	0	230.248
1260.81	PVsystem.PV2	0	0	229.472
1260.81	PVsystem.PV3	0	0	228.861
1260.81	PVsystem.PV4	0	0	228.242
1320.81	PVsystem.PV1	0	0	230.984
1320.81	PVsystem.PV2	0	0	230.243
1320.81	PVsystem.PV3	0	0	229.654
1320.81	PVsystem.PV4	0	0	229.06
1380.81	PVsystem.PV1	0	0	233.346
1380.81	PVsystem.PV2	0	0	232.766
1380.81	PVsystem.PV3	0	0	232.309
1380.81	PVsystem.PV4	0	0	231.835
1440.81	PVsystem.PV1	0	0	241.36
1440.81	PVsystem.PV2	0	0	241.271
1440.81	PVsystem.PV3	0	0	241.183
1440.81	PVsystem.PV4	0	0	241.05
1500.81	PVsystem.PV1	0	0	241.36
1500.81	PVsystem.PV2	0	0	241.271
1500.81	PVsystem.PV3	0	0	241.183
1500.81	PVsystem.PV4	0	0	241.05
1560.81	PVsystem.PV1	0	0	241.36
1560.81	PVsystem.PV2	0	0	241.271
1560.81	PVsystem.PV3	0	0	241.183
1560.81	PVsystem.PV4	0	0	241.05
1620.81	PVsystem.PV1	0	0	241.36
1620.81	PVsystem.PV2	0	0	241.271
1620.81	PVsystem.PV3	0	0	241.183
1620.81	PVsystem.PV4	0	0	241.05
1680.81	PVsystem.PV1	0	0	241.36
1680.81	PVsystem.PV2	0	0	241.271
1680.81	PVsystem.PV3	0	0	241.183
1680.81	PVsystem.PV4	0	0	241.05
1740.81	PVsystem.PV1	0	0	241.36
1740.81	PVsystem.PV2	0	0	241.271
1740.81	PVsystem.PV3	0	0	241.183
1740.81	PVsystem.PV4	0	0	241.05
1800.81	PVsystem.PV1	0	0	241.36
1800.81	PVsystem.PV2	0	0	241.271
1800.81	PVsystem.PV3	0	0	241.183
1800.81	PVsystem.PV4	0	0	241.05
1860.81	PVsystem.PV1	0	0	241.36
1860.81	PVsystem.PV2	0	0	241.271
1860.81	PVsystem.PV3	0	0	241.183
1860.81	PVsystem.PV4	0	0	241.05
1920.81	PVsystem.PV1	0	0	241.36
1920.81	PVsystem.PV2	0	0	241.271
1920.81	PVsystem.PV3	0	0	241.183
1920.81	PVsystem.PV4	0	0	241.05
1980.81	PVsystem.PV1	0	0	241.36
1980.81	PVsystem.PV2	0	0	241.271
1980.81	PVsystem.PV3	0	0	241.183
1980.81	PVsystem.PV4	0	0	241.05
2040.81	PVsystem.PV1	0	0	241.36
2040.81	PVsystem.PV2	0	0	241.271
2040.81	PVsystem.PV3	0	0	241.183
2040.81	PVsystem.PV4	0	0	241.05
