0.81	PVsystem.PV1	0	0	237.437
0.81	PVsystem.PV2	0	0	237.118
0.81	PVsystem.PV3	0	0	236.88
0.81	PVsystem.PV4	0	0	236.661
60.81	PVsystem.PV1	0	0	238.97
60.81	PVsystem.PV2	0	0	238.751
60.81	PVsystem.PV3	0	0	238.585
60.81	PVsystem.PV4	0	0	238.433
120.81	PVsystem.PV1	0	0	239.451
120.81	PVsystem.PV2	0	0	239.265
120.81	PVsystem.PV3	0	0	239.125
120.81	PVsystem.PV4	0	0	238.997
180.81	PVsystem.PV1	0	0	239.518
180.81	PVsystem.PV2	0	0	239.334
180.81	PVsystem.PV3	0	0	239.191
180.81	PVsystem.PV4	0	0	239.06
240.81	PVsystem.PV1	0	0	239.622
240.81	PVsystem.PV2	0	0	239.444
240.81	PVsystem.PV3	0	0	239.308
240.81	PVsystem.PV4	0	0	239.185
300.81	PVsystem.PV1	0	0	239.427
300.81	PVsystem.PV2	0	0	239.238
300.81	PVsystem.PV3	0	0	239.091
300.81	PVsystem.PV4	0	0	238.955
360.81	PVsystem.PV1	0	0	237.156
360.81	PVsystem.PV2	0	0	236.829
360.81	PVsystem.PV3	0	0	236.573
360.81	PVsystem.PV4	0	0	236.335
420.81	PVsystem.PV1	0	0	233.412
420.81	PVsystem.PV2	0	0	232.84
420.81	PVsystem.PV3	0	0	232.397
420.81	PVsystem.PV4	0	0	231.983
480.81	PVsystem.PV1	0	0	232.317
480.81	PVsystem.PV2	0	0	231.675
480.81	PVsystem.PV3	0	0	231.18
480.81	PVsystem.PV4	0	0	230.728
540.81	PVsystem.PV1	0	0	232.965
540.81	PVsystem.PV2	0	0	232.37
540.81	PVsystem.PV3	0	0	231.903
540.81	PVsystem.PV4	0	0	231.466
600.81	PVsystem.PV1	-2.28072	7.11954e-017	236.17
600.81	PVsystem.PV2	-2.28072	2.50099e-017	235.772
600.81	PVsystem.PV3	-2.28072	1.36826e-018	235.451
600.81	PVsystem.PV4	-2.28072	-2.18553e-017	235.132
660.81	PVsystem.PV1	-3.76699	-2.65051e-017	237.066
660.81	PVsystem.PV2	-3.76699	3.49624e-017	236.728
660.81	PVsystem.PV3	-3.76699	-3.01483e-017	236.441
660.81	PVsystem.PV4	-3.76699	-1.89617e-017	236.145
720.81	PVsystem.PV1	-4.76825	1.32012e-018	237.759
720.81	PVsystem.PV2	-4.76825	6.59026e-017	237.453
720.81	PVsystem.PV3	-4.76825	4.20579e-017	237.194
720.81	PVsystem.PV4	-4.76825	2.10569e-017	236.939
780.81	PVsystem.PV1	-4.9643	-1.40958e-016	237.179
780.81	PVsystem.PV2	-4.9643	3.20962e-018	236.828
780.81	PVsystem.PV3	-4.9643	1.53543e-016	236.535
780.81	PVsystem.PV4	-4.9643	2.11343e-016	236.232
840.81	PVsystem.PV1	-4.27034	1.9664e-017	237.802
840.81	PVsystem.PV2	-4.27034	-8.30821e-017	237.492
840.81	PVsystem.PV3	-4.27034	-3.47478e-017	237.24
840.81	PVsystem.PV4	-4.27034	-6.84539e-017	236.992
900.81	PVsystem.PV1	-2.86487	-3.21221e-017	237.204
900.81	PVsystem.PV2	-2.86487	3.19818e-018	236.868
900.81	PVsystem.PV3	-2.86487	4.4227e-017	236.589
900.81	PVsystem.PV4	-2.86487	8.01442e-019	236.324
960.81	PVsystem.PV1	-1.13336	7.84377e-018	236.056
960.81	PVsystem.PV2	-1.13336	2.49852e-017	235.648
960.81	PVsystem.PV3	-1.13336	-2.94599e-018	235.324
960.81	PVsystem.PV4	-1.13336	-3.44646e-018	235.009
1020.81	PVsystem.PV1	0	0	232.916
1020.81	PVsystem.PV2	0	0	232.296
1020.81	PVsystem.PV3	0	0	231.797
1020.81	PVsystem.PV4	0	0	231.268
1080.81	PVsystem.PV1	0	0	229.735
1080.81	PVsystem.PV2	0	0	228.902
1080.81	PVsystem.PV3	0	0	228.24
1080.81	PVsystem.PV4	0	0	227.573
1140.81	PVsystem.PV1	0	0	227.464
1140.81	PVsystem.PV2	0	0	226.521
1140.81	PVsystem.PV3	0	0	225.788
1140.81	PVsystem.PV4	0	0	225.068
1200.81	PVsystem.PV1	0	0	227.149
1200.81	PVsystem.PV2	0	0	226.172
1200.81	PVsystem.PV3	0	0	225.415
