60.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
120.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
180.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
240.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
300.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
360.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
420.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
480.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
540.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
600.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
660.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
720.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
780.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
840.52	20.0376	6.67921	6.67921	6.67921	1.54175	1.54175	1.54175	242.086	-1.34476	27.554	-6.52168	242.09
900.52	17.6778	5.8926	5.8926	5.8926	1.70863	1.70863	1.70863	242.063	-1.1823	24.3082	-7.17735	242.066
960.52	17.6778	5.8926	5.8926	5.8926	1.70863	1.70863	1.70863	242.063	-1.1823	24.3082	-7.17735	242.066
1020.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1080.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1140.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1200.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1260.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1320.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1380.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1440.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1500.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1560.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1620.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1680.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1740.52	22.7897	7.59655	7.59655	7.59655	1.6931	1.6931	1.6931	242.042	-1.53016	31.3398	-7.19317	242.047
1800.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
1860.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
1920.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
1980.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
2040.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
2100.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
2160.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
2220.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
2280.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
2340.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
2400.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
2460.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
2520.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
2580.52	21.2245	7.07483	7.07483	7.07483	1.61164	1.61164	1.61164	242.066	-1.42466	29.1866	-6.82963	242.07
