0.81	PVsystem.PV1	0	0	237.437
0.81	PVsystem.PV2	0	0	237.118
0.81	PVsystem.PV3	0	0	236.88
0.81	PVsystem.PV4	0	0	236.661
60.81	PVsystem.PV1	0	0	237.437
60.81	PVsystem.PV2	0	0	237.118
60.81	PVsystem.PV3	0	0	236.88
60.81	PVsystem.PV4	0	0	236.661
120.81	PVsystem.PV1	0	0	237.437
120.81	PVsystem.PV2	0	0	237.118
120.81	PVsystem.PV3	0	0	236.88
120.81	PVsystem.PV4	0	0	236.661
180.81	PVsystem.PV1	0	0	237.437
180.81	PVsystem.PV2	0	0	237.118
180.81	PVsystem.PV3	0	0	236.88
180.81	PVsystem.PV4	0	0	236.661
240.81	PVsystem.PV1	0	0	237.437
240.81	PVsystem.PV2	0	0	237.118
240.81	PVsystem.PV3	0	0	236.88
240.81	PVsystem.PV4	0	0	236.661
300.81	PVsystem.PV1	0	0	237.437
300.81	PVsystem.PV2	0	0	237.118
300.81	PVsystem.PV3	0	0	236.88
300.81	PVsystem.PV4	0	0	236.661
360.81	PVsystem.PV1	0	0	237.437
360.81	PVsystem.PV2	0	0	237.118
360.81	PVsystem.PV3	0	0	236.88
360.81	PVsystem.PV4	0	0	236.661
420.81	PVsystem.PV1	0	0	237.437
420.81	PVsystem.PV2	0	0	237.118
420.81	PVsystem.PV3	0	0	236.88
420.81	PVsystem.PV4	0	0	236.661
480.81	PVsystem.PV1	0	0	237.437
480.81	PVsystem.PV2	0	0	237.118
480.81	PVsystem.PV3	0	0	236.88
480.81	PVsystem.PV4	0	0	236.661
540.81	PVsystem.PV1	0	0	237.437
540.81	PVsystem.PV2	0	0	237.118
540.81	PVsystem.PV3	0	0	236.88
540.81	PVsystem.PV4	0	0	236.661
600.81	PVsystem.PV1	0	0	237.437
600.81	PVsystem.PV2	0	0	237.118
600.81	PVsystem.PV3	0	0	236.88
600.81	PVsystem.PV4	0	0	236.661
660.81	PVsystem.PV1	0	0	237.437
660.81	PVsystem.PV2	0	0	237.118
660.81	PVsystem.PV3	0	0	236.88
660.81	PVsystem.PV4	0	0	236.661
720.81	PVsystem.PV1	0	0	237.437
720.81	PVsystem.PV2	0	0	237.118
720.81	PVsystem.PV3	0	0	236.88
720.81	PVsystem.PV4	0	0	236.661
780.81	PVsystem.PV1	0	0	237.437
780.81	PVsystem.PV2	0	0	237.118
780.81	PVsystem.PV3	0	0	236.88
780.81	PVsystem.PV4	0	0	236.661
840.81	PVsystem.PV1	0	0	237.437
840.81	PVsystem.PV2	0	0	237.118
840.81	PVsystem.PV3	0	0	236.88
840.81	PVsystem.PV4	0	0	236.661
900.81	PVsystem.PV1	0	0	237.906
900.81	PVsystem.PV2	0	0	237.625
900.81	PVsystem.PV3	0	0	237.406
900.81	PVsystem.PV4	0	0	237.204
960.81	PVsystem.PV1	0	0	237.906
960.81	PVsystem.PV2	0	0	237.625
960.81	PVsystem.PV3	0	0	237.406
960.81	PVsystem.PV4	0	0	237.204
1020.81	PVsystem.PV1	0	0	236.763
1020.81	PVsystem.PV2	0	0	236.392
1020.81	PVsystem.PV3	0	0	236.083
1020.81	PVsystem.PV4	0	0	235.746
1080.81	PVsystem.PV1	0	0	236.763
1080.81	PVsystem.PV2	0	0	236.392
1080.81	PVsystem.PV3	0	0	236.083
1080.81	PVsystem.PV4	0	0	235.746
1140.81	PVsystem.PV1	0	0	236.763
1140.81	PVsystem.PV2	0	0	236.392
1140.81	PVsystem.PV3	0	0	236.083
1140.81	PVsystem.PV4	0	0	235.746
1200.81	PVsystem.PV1	0	0	236.763
1200.81	PVsystem.PV2	0	0	236.392
1200.81	PVsystem.PV3	0	0	236.083
1200.81	PVsystem.PV4	0	0	235.746
1260.81	PVsystem.PV1	0	0	236.763
1260.81	PVsystem.PV2	0	0	236.392
1260.81	PVsystem.PV3	0	0	236.083
1260.81	PVsystem.PV4	0	0	235.746
1320.81	PVsystem.PV1	0	0	236.763
1320.81	PVsystem.PV2	0	0	236.392
1320.81	PVsystem.PV3	0	0	236.083
1320.81	PVsystem.PV4	0	0	235.746
1380.81	PVsystem.PV1	0	0	236.763
1380.81	PVsystem.PV2	0	0	236.392
1380.81	PVsystem.PV3	0	0	236.083
1380.81	PVsystem.PV4	0	0	235.746
